CDU_ID,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : Total\ Car or van availability - Unit : Cars or vans,Car or van availability : Sum of all cars or vans - Unit : Cars or vans,avg car per household
24054,869,1079,1079,1.241657077
24055,520,741,741,1.425
24056,656,854,854,1.301829268
24057,658,718,718,1.09118541
24058,737,759,759,1.029850746
24059,775,674,674,0.869677419
24060,663,725,725,1.093514329
24061,604,983,983,1.627483444
24062,646,788,788,1.219814241
24063,510,386,386,0.756862745
24064,1008,645,645,0.639880952
24065,684,509,509,0.744152047
24066,867,766,766,0.883506344
24067,646,763,763,1.181114551
24068,767,635,635,0.827900913
24069,717,653,653,0.910739191
24070,569,820,820,1.44112478
24071,560,877,877,1.566071429
24072,705,1005,1005,1.425531915
24073,950,1141,1141,1.201052632
24074,558,993,993,1.779569892
24075,632,512,512,0.810126582
24076,686,776,776,1.131195335
24077,616,863,863,1.400974026
24078,726,756,756,1.041322314
24079,639,439,439,0.687010955
24080,650,676,676,1.04
24081,630,839,839,1.331746032
24082,658,899,899,1.366261398
24083,798,501,501,0.627819549
24084,653,626,626,0.958652374
24085,836,727,727,0.869617225
24086,596,882,882,1.479865772
24087,612,992,992,1.620915033
24088,653,969,969,1.483920368
24089,619,932,932,1.505654281
24090,628,863,863,1.374203822
24091,658,723,723,1.098784195
24092,550,532,532,0.967272727
24093,696,592,592,0.850574713
24094,813,565,565,0.69495695
24095,661,444,444,0.671709531
24096,728,560,560,0.769230769
24097,632,282,282,0.446202532
24098,647,753,753,1.163833076
24099,708,806,806,1.138418079
24100,673,833,833,1.237741456
24101,832,868,868,1.043269231
24102,486,788,788,1.621399177
24103,719,803,803,1.116828929
24104,472,821,821,1.73940678
24105,627,928,928,1.480063796
24106,705,804,804,1.140425532
24107,605,841,841,1.390082645
24108,598,815,815,1.362876254
24109,573,493,493,0.860383944
24110,658,705,705,1.071428571
24111,603,717,717,1.189054726
24112,757,689,689,0.910171731
24113,638,622,622,0.97492163
24114,767,772,772,1.006518905
24115,654,720,720,1.100917431
24116,630,413,413,0.655555556
24117,596,468,468,0.785234899
24118,632,819,819,1.295886076
24119,635,881,881,1.387401575
24120,545,655,655,1.201834862
24121,573,864,864,1.507853403
24122,577,1037,1037,1.797227036
24123,806,760,760,0.94292804
24124,649,417,417,0.642526965
24125,637,699,699,1.09733124
24126,567,862,862,1.520282187
24127,634,659,659,1.039432177
24128,588,673,673,1.144557823
24129,637,629,629,0.98744113
24130,551,634,634,1.150635209
24131,614,487,487,0.793159609
24132,640,914,914,1.428125
24133,731,521,521,0.712722298
24134,594,653,653,1.099326599
24135,641,730,730,1.138845554
24136,596,809,809,1.35738255
24137,574,938,938,1.634146341
24138,493,885,885,1.795131846
24139,635,810,810,1.275590551
24140,654,629,629,0.9617737
24141,849,474,474,0.558303887
24142,632,855,855,1.352848101
24143,647,909,909,1.404945904
24144,710,804,804,1.132394366
24145,875,635,635,0.725714286
24146,742,544,544,0.733153639
24147,660,930,930,1.409090909
24148,589,825,825,1.400679117
24149,755,789,789,1.045033113
24150,956,945,945,0.988493724
24151,746,882,882,1.18230563
24152,688,763,763,1.109011628
24153,718,931,931,1.296657382
24154,707,996,996,1.408769448
24155,713,779,779,1.09256662
24156,620,890,890,1.435483871
24157,507,939,939,1.852071006
24158,410,701,701,1.709756098
24159,644,1073,1073,1.666149068
24160,554,717,717,1.294223827
24161,511,342,342,0.66927593
24162,685,746,746,1.089051095
24163,545,474,474,0.869724771
24164,732,673,673,0.919398907
24165,803,571,571,0.711083437
24166,660,631,631,0.956060606
24167,733,625,625,0.8526603
24168,627,616,616,0.98245614
24169,523,461,461,0.881453155
24170,614,808,808,1.315960912
24171,640,724,724,1.13125
24172,626,687,687,1.097444089
24173,1030,894,894,0.867961165
24174,628,844,844,1.343949045
24175,531,783,783,1.474576271
24176,699,573,573,0.819742489
24177,696,805,805,1.156609195
24178,519,796,796,1.53371869
24179,608,787,787,1.294407895
24180,496,689,689,1.389112903
24181,471,496,496,1.053078556
24182,682,707,707,1.036656891
24183,643,936,936,1.455676516
24184,568,985,985,1.73415493
24185,666,1164,1164,1.747747748
24186,738,1078,1078,1.460704607
24187,819,1149,1149,1.402930403
24188,658,873,873,1.32674772
24189,582,896,896,1.5395189
24190,640,876,876,1.36875
24191,641,862,862,1.344773791
24192,584,839,839,1.436643836
24193,604,784,784,1.298013245
24194,630,882,882,1.4
24195,505,781,781,1.546534653
24196,733,855,855,1.166439291
24197,734,891,891,1.213896458
24198,743,360,360,0.484522207
24199,772,356,356,0.461139896
24200,614,301,301,0.490228013
24201,916,413,413,0.450873362
24202,501,190,190,0.379241517
24203,587,253,253,0.431005111
24204,704,442,442,0.627840909
24205,641,845,845,1.31825273
24206,740,459,459,0.62027027
24207,684,517,517,0.755847953
24208,811,630,630,0.776818742
24209,615,707,707,1.149593496
24210,644,502,502,0.779503106
24211,612,487,487,0.795751634
24212,782,778,778,0.99488491
24213,630,434,434,0.688888889
24214,824,869,869,1.05461165
24215,628,709,709,1.128980892
24216,784,517,517,0.659438776
24217,659,552,552,0.837632777
24218,888,907,907,1.021396396
24219,867,868,868,1.001153403
24220,599,430,430,0.717863105
24221,715,506,506,0.707692308
24222,792,491,491,0.619949495
24223,687,384,384,0.558951965
24224,699,455,455,0.6509299
24225,745,322,322,0.432214765
24226,867,496,496,0.572087659
24227,720,335,335,0.465277778
24228,678,410,410,0.604719764
24229,660,314,314,0.475757576
24230,650,381,381,0.586153846
24231,777,512,512,0.658944659
24232,726,389,389,0.535812672
24233,658,646,646,0.981762918
24234,723,514,514,0.710926694
24235,626,523,523,0.835463259
24236,835,495,495,0.592814371
24237,842,535,535,0.635391924
24238,809,527,527,0.651421508
24239,825,392,392,0.475151515
24240,740,393,393,0.531081081
24241,1053,529,529,0.502374169
24242,622,581,581,0.934083601
24243,676,654,654,0.967455621
24244,830,531,531,0.639759036
24245,810,993,993,1.225925926
24246,785,759,759,0.966878981
24247,973,952,952,0.978417266
24248,938,592,592,0.631130064
24249,497,599,599,1.205231388
24250,629,479,479,0.761526232
24251,661,654,654,0.989409985
24252,599,455,455,0.759599332
24253,641,529,529,0.825273011
24254,622,456,456,0.733118971
24255,686,534,534,0.778425656
24256,635,566,566,0.891338583
24257,819,923,923,1.126984127
24258,766,254,254,0.331592689
24259,709,284,284,0.400564175
24260,767,283,283,0.368970013
24261,661,303,303,0.458396369
24262,596,267,267,0.447986577
24263,624,437,437,0.700320513
24264,637,604,604,0.948194662
24265,787,351,351,0.445997459
24266,714,699,699,0.978991597
24267,1185,1030,1030,0.869198312
24268,805,417,417,0.518012422
24269,729,344,344,0.471879287
24270,792,509,509,0.642676768
24271,801,557,557,0.695380774
24272,852,659,659,0.773474178
24273,914,524,524,0.573304158
24274,474,425,425,0.896624473
24275,930,787,787,0.846236559
24276,717,667,667,0.930264993
24277,600,722,722,1.203333333
24278,820,805,805,0.981707317
24279,669,666,666,0.995515695
24280,683,779,779,1.140556369
24281,635,749,749,1.179527559
24282,614,842,842,1.371335505
24283,711,604,604,0.849507736
24284,621,708,708,1.140096618
24285,721,726,726,1.006934813
24286,657,595,595,0.905631659
24287,679,651,651,0.958762887
24288,661,636,636,0.962178517
24289,694,377,377,0.543227666
24290,976,522,522,0.534836066
24291,716,410,410,0.572625698
24292,565,483,483,0.854867257
24293,522,682,682,1.30651341
24294,487,709,709,1.455852156
24295,584,759,759,1.299657534
24296,711,863,863,1.213783404
24297,803,863,863,1.074719801
24298,703,901,901,1.281650071
24299,624,848,848,1.358974359
24300,693,805,805,1.161616162
24301,936,986,986,1.053418803
24302,643,727,727,1.130637636
24303,742,561,561,0.75606469
24304,953,932,932,0.977964323
24305,782,457,457,0.584398977
24306,683,810,810,1.185944363
24307,469,374,374,0.797441365
24308,670,469,469,0.7
24309,779,641,641,0.822849807
24310,534,374,374,0.700374532
24311,945,639,639,0.676190476
24312,787,426,426,0.541296061
24313,703,577,577,0.820768137
24314,826,347,347,0.420096852
24315,881,516,516,0.58569807
24316,800,392,392,0.49
24317,679,571,571,0.840942563
24318,818,581,581,0.710268949
24319,940,549,549,0.584042553
24320,735,426,426,0.579591837
24321,894,563,563,0.629753915
24322,697,381,381,0.546628407
24323,649,342,342,0.526964561
24324,895,587,587,0.655865922
24325,764,557,557,0.729057592
24326,816,355,355,0.43504902
24327,783,333,333,0.425287356
24328,927,349,349,0.376483279
24329,937,414,414,0.441835646
24330,747,568,568,0.760374833
24331,817,487,487,0.596083231
24332,1110,617,617,0.555855856
24333,868,423,423,0.487327189
24334,638,179,179,0.280564263
24335,696,328,328,0.471264368
24336,1178,520,520,0.441426146
24337,1013,669,669,0.66041461
24338,756,706,706,0.933862434
24339,611,615,615,1.006546645
24340,678,779,779,1.148967552
24341,632,554,554,0.876582278
24342,916,622,622,0.679039301
24343,728,511,511,0.701923077
24344,779,558,558,0.716302953
24345,897,580,580,0.646599777
24346,549,391,391,0.712204007
24347,715,458,458,0.640559441
24348,837,470,470,0.561529271
24349,683,436,436,0.638360176
24350,698,397,397,0.568767908
24351,755,335,335,0.443708609
24352,609,668,668,1.096880131
24353,819,396,396,0.483516484
24354,633,346,346,0.546603476
24355,713,505,505,0.708274895
24356,770,458,458,0.594805195
24357,633,400,400,0.631911532
24358,719,370,370,0.514603616
24359,702,387,387,0.551282051
24360,533,435,435,0.816135084
24361,564,431,431,0.764184397
24362,660,285,285,0.431818182
24363,1003,477,477,0.47557328
24364,1009,612,612,0.60654113
24365,1008,432,432,0.428571429
24366,1084,505,505,0.465867159
24367,926,384,384,0.414686825
24368,871,376,376,0.431687715
24369,738,279,279,0.37804878
24370,627,695,695,1.108452951
24371,573,690,690,1.204188482
24372,777,759,759,0.976833977
24373,750,581,581,0.774666667
24374,633,516,516,0.815165877
24375,763,609,609,0.798165138
24376,639,478,478,0.748043818
24377,683,799,799,1.169838946
24378,824,359,359,0.435679612
24379,854,481,481,0.56323185
24380,820,415,415,0.506097561
24381,781,496,496,0.635083227
24382,782,344,344,0.439897698
24383,592,635,635,1.072635135
24384,651,334,334,0.513056836
24385,861,777,777,0.902439024
24386,825,702,702,0.850909091
24387,617,521,521,0.844408428
24388,682,569,569,0.83431085
24389,835,653,653,0.782035928
24390,664,767,767,1.155120482
24391,994,1006,1006,1.012072435
24392,617,761,761,1.233387358
24393,675,492,492,0.728888889
24394,694,552,552,0.795389049
24395,755,512,512,0.678145695
24396,553,406,406,0.734177215
24397,682,545,545,0.799120235
24398,818,850,850,1.039119804
24399,643,673,673,1.046656299
24400,778,904,904,1.161953728
24401,541,591,591,1.092421442
24402,817,728,728,0.891064871
24403,528,496,496,0.939393939
24404,542,278,278,0.512915129
24405,550,523,523,0.950909091
24406,408,330,330,0.808823529
24407,834,348,348,0.417266187
24408,476,226,226,0.474789916
24409,738,540,540,0.731707317
24410,652,422,422,0.647239264
24411,640,291,291,0.4546875
24412,641,386,386,0.602184087
24413,675,463,463,0.685925926
24414,714,383,383,0.536414566
24415,696,427,427,0.613505747
24416,521,598,598,1.147792706
24417,645,742,742,1.150387597
24418,1124,1253,1253,1.114768683
24419,614,690,690,1.123778502
24420,916,857,857,0.93558952
24421,641,651,651,1.015600624
24422,533,646,646,1.212007505
24423,490,686,686,1.4
24424,612,738,738,1.205882353
24425,930,654,654,0.703225806
24426,657,622,622,0.946727549
24427,592,701,701,1.184121622
24428,687,799,799,1.163027656
24429,721,771,771,1.069348128
24430,625,590,590,0.944
24431,963,663,663,0.68847352
24432,579,386,386,0.666666667
24433,615,549,549,0.892682927
24434,618,469,469,0.758899676
24435,618,419,419,0.677993528
24436,635,453,453,0.713385827
24437,715,438,438,0.612587413
24438,702,645,645,0.918803419
24439,774,614,614,0.793281654
24440,782,611,611,0.781329923
24441,880,635,635,0.721590909
24442,631,422,422,0.668779715
24443,596,443,443,0.743288591
24444,523,314,314,0.600382409
24445,621,431,431,0.694041868
24446,612,350,350,0.571895425
24447,419,242,242,0.577565632
24448,554,604,604,1.090252708
24449,757,808,808,1.067371202
24450,696,438,438,0.629310345
24451,616,885,885,1.436688312
24452,626,925,925,1.477635783
24453,635,619,619,0.97480315
24454,979,877,877,0.895812053
24455,499,745,745,1.492985972
24456,541,812,812,1.500924214
24457,540,759,759,1.405555556
24458,630,858,858,1.361904762
24459,655,553,553,0.844274809
24460,752,468,468,0.622340426
24461,589,895,895,1.519524618
24462,606,505,505,0.833333333
24463,602,606,606,1.006644518
24464,662,391,391,0.590634441
24465,547,483,483,0.882998172
24466,656,453,453,0.69054878
24467,620,759,759,1.224193548
24468,610,712,712,1.167213115
24469,540,603,603,1.116666667
24470,625,393,393,0.6288
24471,538,355,355,0.659851301
24472,989,287,287,0.290192113
24473,467,372,372,0.796573876
24474,461,276,276,0.598698482
24475,657,303,303,0.461187215
24476,541,509,509,0.940850277
24477,630,666,666,1.057142857
24478,503,777,777,1.54473161
24479,616,876,876,1.422077922
24480,735,708,708,0.963265306
24481,757,954,954,1.260237781
24482,648,683,683,1.054012346
24483,728,964,964,1.324175824
24484,612,667,667,1.089869281
24485,699,635,635,0.908440629
24486,709,787,787,1.110014104
24487,624,857,857,1.373397436
24488,699,559,559,0.799713877
24489,572,837,837,1.463286713
24490,729,539,539,0.739368999
24491,655,451,451,0.688549618
24492,714,445,445,0.6232493
24493,554,487,487,0.879061372
24494,518,471,471,0.909266409
24495,507,612,612,1.207100592
24496,621,598,598,0.962962963
24497,652,763,763,1.170245399
24498,558,418,418,0.749103943
24499,498,311,311,0.624497992
24500,663,596,596,0.898944193
24501,507,301,301,0.593688363
24502,533,473,473,0.887429644
24503,642,400,400,0.62305296
24504,598,423,423,0.70735786
24505,718,674,674,0.938718663
24506,626,444,444,0.709265176
24507,631,771,771,1.221870048
24508,596,630,630,1.05704698
24509,727,588,588,0.808803301
24510,604,805,805,1.332781457
24511,651,806,806,1.238095238
24512,767,488,488,0.636245111
24513,524,652,652,1.244274809
24514,654,894,894,1.366972477
24515,610,787,787,1.290163934
24516,589,797,797,1.353140917
24517,637,678,678,1.064364207
24518,656,695,695,1.05945122
24519,698,837,837,1.199140401
24520,753,548,548,0.727755644
24521,689,913,913,1.325108853
24522,622,668,668,1.073954984
24523,644,842,842,1.307453416
24524,594,980,980,1.64983165
24525,724,1171,1171,1.617403315
24526,794,1005,1005,1.265743073
24527,664,1028,1028,1.548192771
24528,599,1027,1027,1.714524207
24529,721,960,960,1.33148405
24530,784,1121,1121,1.429846939
24531,654,1016,1016,1.55351682
24532,525,966,966,1.84
24533,508,690,690,1.358267717
24534,599,909,909,1.517529215
24535,635,951,951,1.497637795
24536,585,870,870,1.487179487
24537,638,838,838,1.313479624
24538,716,860,860,1.201117318
24539,735,578,578,0.786394558
24540,533,355,355,0.666041276
24541,497,401,401,0.806841046
24542,532,414,414,0.778195489
24543,479,425,425,0.887265136
24544,714,623,623,0.87254902
24545,717,631,631,0.880055788
24546,648,305,305,0.470679012
24547,666,256,256,0.384384384
24548,657,327,327,0.497716895
24549,490,461,461,0.940816327
24550,520,609,609,1.171153846
24551,529,517,517,0.97731569
24552,966,837,837,0.866459627
24553,654,755,755,1.154434251
24554,625,655,655,1.048
24555,792,703,703,0.887626263
24556,588,870,870,1.479591837
24557,552,910,910,1.648550725
24558,672,618,618,0.919642857
24559,672,595,595,0.885416667
24560,605,734,734,1.21322314
24561,701,541,541,0.771754636
24562,781,374,374,0.478873239
24563,578,403,403,0.697231834
24564,627,410,410,0.653907496
24565,482,590,590,1.22406639
24566,543,814,814,1.49907919
24567,537,760,760,1.415270019
24568,569,745,745,1.309314587
24569,619,733,733,1.184168013
24570,785,462,462,0.588535032
24571,407,230,230,0.565110565
24572,753,620,620,0.823373174
24573,536,587,587,1.095149254
24574,552,630,630,1.141304348
24575,406,252,252,0.620689655
24576,643,448,448,0.696734059
24577,761,736,736,0.967148489
24578,1072,520,520,0.485074627
24579,800,465,465,0.58125
24580,602,965,965,1.602990033
24581,716,802,802,1.120111732
24582,474,405,405,0.85443038
24583,562,465,465,0.827402135
24584,663,445,445,0.671191554
24585,492,454,454,0.922764228
24586,480,605,605,1.260416667
24587,597,506,506,0.847571189
24588,708,792,792,1.118644068
24589,815,576,576,0.706748466
24590,682,743,743,1.089442815
24591,711,834,834,1.172995781
24592,739,715,715,0.967523681
24593,602,679,679,1.127906977
24594,1173,368,368,0.31372549
24595,812,398,398,0.490147783
24596,907,413,413,0.455347299
24597,622,547,547,0.879421222
24598,566,378,378,0.667844523
24599,568,532,532,0.936619718
24600,581,961,961,1.65404475
24601,503,668,668,1.328031809
24602,410,350,350,0.853658537
24603,697,719,719,1.031563845
24604,614,949,949,1.545602606
24605,669,1030,1030,1.53961136
24606,704,834,834,1.184659091
24607,684,745,745,1.089181287
24608,537,425,425,0.791433892
24609,682,524,524,0.768328446
24610,587,558,558,0.950596252
24611,649,889,889,1.369799692
24612,647,788,788,1.217928903
24613,892,494,494,0.553811659
24614,715,613,613,0.857342657
24615,522,860,860,1.647509579
24616,638,562,562,0.880877743
24617,780,669,669,0.857692308
24618,671,648,648,0.965722802
24619,711,730,730,1.026722925
24620,729,1189,1189,1.631001372
24621,964,530,530,0.549792531
24622,440,652,652,1.481818182
24623,503,649,649,1.290258449
24624,685,644,644,0.940145985
24625,599,396,396,0.661101836
24626,658,611,611,0.928571429
24627,706,398,398,0.563739377
24628,552,825,825,1.494565217
24629,651,905,905,1.390168971
24630,591,726,726,1.228426396
24631,615,812,812,1.320325203
24632,811,877,877,1.081381011
24633,627,860,860,1.371610845
24634,658,566,566,0.860182371
24635,800,978,978,1.2225
24636,638,650,650,1.018808777
24637,818,500,500,0.611246944
