CDU_ID,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : Total\ Car or van availability - Unit : Cars or vans,Car or van availability : Sum of all cars or vans - Unit : Cars or vans,avg car per household
33442,624,911,911,1.459935897
33443,602,869,869,1.443521595
33444,634,843,843,1.329652997
33445,581,761,761,1.309810671
33446,625,735,735,1.176
33447,642,713,713,1.1105919
33448,667,762,762,1.142428786
33449,913,913,913,1
33450,903,1138,1138,1.260243632
33451,544,602,602,1.106617647
33452,885,879,879,0.993220339
33453,520,582,582,1.119230769
33454,618,715,715,1.156957929
33455,663,845,845,1.274509804
33456,694,778,778,1.121037464
33457,769,937,937,1.21846554
33458,635,585,585,0.921259843
33459,530,679,679,1.281132075
33460,788,562,562,0.71319797
33461,625,494,494,0.7904
33462,590,559,559,0.947457627
33463,625,886,886,1.4176
33464,608,770,770,1.266447368
33465,547,626,626,1.144424132
33466,613,768,768,1.252854812
33467,688,774,774,1.125
33468,633,714,714,1.127962085
33469,613,577,577,0.941272431
33470,675,755,755,1.118518519
33471,670,806,806,1.202985075
33472,620,689,689,1.111290323
33473,676,831,831,1.229289941
33474,1058,542,542,0.512287335
33475,879,533,533,0.606370876
33476,1063,567,567,0.533396049
33477,842,422,422,0.501187648
33478,880,806,806,0.915909091
33479,667,637,637,0.955022489
33480,600,621,621,1.035
33481,631,702,702,1.11251981
33482,616,543,543,0.881493506
33483,664,671,671,1.010542169
33484,779,910,910,1.168164313
33485,660,940,940,1.424242424
33486,625,878,878,1.4048
33487,620,773,773,1.246774194
33488,621,806,806,1.297906602
33489,596,725,725,1.216442953
33490,663,664,664,1.001508296
33491,962,1123,1123,1.167359667
33492,817,865,865,1.05875153
33493,647,813,813,1.256568779
33494,662,774,774,1.16918429
33495,669,782,782,1.168908819
33496,662,927,927,1.400302115
33497,674,829,829,1.229970326
33498,662,862,862,1.302114804
33499,515,777,777,1.508737864
33500,1061,883,883,0.832233742
33501,647,736,736,1.13755796
33502,840,706,706,0.84047619
33503,840,747,747,0.889285714
33504,623,650,650,1.043338684
33505,704,779,779,1.106534091
33506,704,724,724,1.028409091
33507,644,568,568,0.881987578
33508,637,441,441,0.692307692
33509,792,805,805,1.016414141
33510,853,757,757,0.887456038
33511,606,585,585,0.965346535
33512,651,881,881,1.353302611
33513,667,691,691,1.035982009
33514,852,708,708,0.830985915
33515,695,730,730,1.050359712
33516,857,813,813,0.94865811
33517,706,601,601,0.851274788
33518,652,815,815,1.25
33519,712,768,768,1.078651685
33520,599,904,904,1.50918197
33521,676,654,654,0.967455621
33522,742,982,982,1.323450135
33523,616,800,800,1.298701299
33524,624,548,548,0.878205128
33525,626,923,923,1.474440895
33526,708,1049,1049,1.481638418
33527,596,897,897,1.505033557
33528,529,758,758,1.43289225
33529,527,846,846,1.605313093
33530,500,740,740,1.48
33531,565,933,933,1.651327434
33532,524,929,929,1.772900763
33533,616,984,984,1.597402597
33534,614,953,953,1.552117264
33535,637,866,866,1.359497645
33536,637,932,932,1.46310832
33537,628,831,831,1.323248408
33538,777,825,825,1.061776062
33539,647,847,847,1.309119011
33540,622,933,933,1.5
33541,533,795,795,1.491557223
33542,607,954,954,1.571663921
33543,675,472,472,0.699259259
33544,631,454,454,0.719492868
33545,585,541,541,0.924786325
33546,883,684,684,0.774631937
33547,775,672,672,0.867096774
33548,799,745,745,0.932415519
33549,741,768,768,1.036437247
33550,678,759,759,1.119469027
33551,755,808,808,1.070198675
33552,827,763,763,0.92261185
33553,603,1025,1025,1.699834163
33554,566,868,868,1.533568905
33555,589,1067,1067,1.811544992
33556,530,1020,1020,1.924528302
33557,646,886,886,1.371517028
33558,613,1058,1058,1.72593801
33559,606,1061,1061,1.750825083
33560,657,1054,1054,1.604261796
33561,597,902,902,1.510887772
33562,587,1049,1049,1.787052811
33563,441,805,805,1.825396825
33564,507,984,984,1.940828402
33565,742,870,870,1.172506739
33566,716,817,817,1.141061453
33567,646,1031,1031,1.595975232
33568,810,923,923,1.139506173
33569,636,778,778,1.22327044
33570,627,769,769,1.226475279
33571,768,986,986,1.283854167
33572,620,911,911,1.469354839
33573,512,892,892,1.7421875
33574,596,1010,1010,1.694630872
33575,626,900,900,1.437699681
33576,729,1023,1023,1.403292181
33577,612,922,922,1.506535948
33578,719,1033,1033,1.436717663
33579,687,1146,1146,1.668122271
33580,735,1265,1265,1.721088435
33581,564,989,989,1.753546099
33582,572,968,968,1.692307692
33583,943,1481,1481,1.570519618
33584,632,866,866,1.370253165
33585,637,920,920,1.444270016
33586,614,965,965,1.571661238
33587,640,1162,1162,1.815625
33588,694,1094,1094,1.576368876
33589,496,851,851,1.715725806
33590,498,854,854,1.714859438
33591,628,939,939,1.49522293
33592,536,986,986,1.839552239
33593,493,757,757,1.535496957
33594,715,879,879,1.229370629
33595,789,919,919,1.164765526
33596,605,942,942,1.557024793
33597,729,985,985,1.351165981
33598,702,916,916,1.304843305
33599,587,1030,1030,1.754684838
33600,721,806,806,1.117891817
33601,814,1202,1202,1.476658477
33602,615,1022,1022,1.661788618
33603,624,977,977,1.565705128
33604,891,1108,1108,1.243546577
33605,666,1090,1090,1.636636637
33606,745,1242,1242,1.667114094
33607,605,773,773,1.27768595
33608,732,1110,1110,1.516393443
33609,740,1051,1051,1.42027027
33610,587,1040,1040,1.771720613
33611,801,649,649,0.810237203
33612,799,488,488,0.610763454
33613,793,408,408,0.514501892
33614,758,524,524,0.691292876
33615,644,853,853,1.324534161
33616,624,766,766,1.227564103
33617,688,1019,1019,1.481104651
33618,780,675,675,0.865384615
33619,818,786,786,0.960880196
33620,588,801,801,1.362244898
33621,772,767,767,0.993523316
33622,693,678,678,0.978354978
33623,742,757,757,1.020215633
33624,675,810,810,1.2
33625,734,939,939,1.279291553
33626,587,741,741,1.262350937
33627,648,865,865,1.334876543
33628,695,901,901,1.296402878
33629,750,1193,1193,1.590666667
33630,732,965,965,1.318306011
33631,719,707,707,0.983310153
33632,500,686,686,1.372
33633,542,936,936,1.726937269
33634,504,818,818,1.623015873
33635,644,911,911,1.414596273
33636,487,762,762,1.564681725
33637,630,884,884,1.403174603
33638,598,686,686,1.147157191
33639,579,554,554,0.956822107
33640,793,693,693,0.873896595
33641,657,658,658,1.00152207
33642,582,347,347,0.596219931
33643,630,442,442,0.701587302
33644,645,467,467,0.724031008
33645,621,524,524,0.843800322
33646,650,639,639,0.983076923
33647,644,738,738,1.145962733
33648,594,752,752,1.265993266
33649,631,861,861,1.364500792
33650,615,709,709,1.152845528
33651,978,931,931,0.95194274
33652,822,715,715,0.869829684
33653,670,779,779,1.162686567
33654,769,461,461,0.599479844
33655,577,746,746,1.292894281
33656,637,826,826,1.296703297
33657,681,1293,1293,1.898678414
33658,522,989,989,1.894636015
33659,682,1119,1119,1.640762463
33660,822,1343,1343,1.633819951
33661,1080,1546,1546,1.431481481
33662,613,1165,1165,1.900489396
33663,739,1102,1102,1.49120433
33664,549,1065,1065,1.93989071
33665,581,1042,1042,1.793459552
33666,590,1029,1029,1.744067797
33667,616,968,968,1.571428571
33668,714,1232,1232,1.725490196
33669,636,940,940,1.477987421
33670,624,844,844,1.352564103
33671,747,1384,1384,1.852744311
33672,1065,1947,1947,1.828169014
33673,660,1017,1017,1.540909091
33674,632,1132,1132,1.791139241
33675,784,1288,1288,1.642857143
33676,646,1086,1086,1.681114551
33677,523,815,815,1.5583174
33678,630,1096,1096,1.73968254
33679,719,1167,1167,1.623087622
33680,635,1269,1269,1.998425197
33681,518,814,814,1.571428571
33682,723,993,993,1.373443983
33683,558,1024,1024,1.835125448
33684,601,898,898,1.494176373
33685,794,980,980,1.234256927
33686,746,982,982,1.316353887
33687,601,946,946,1.574043261
33688,853,1304,1304,1.528722157
33689,757,1044,1044,1.379128137
33690,715,1072,1072,1.499300699
33691,717,1171,1171,1.633193863
33692,834,1127,1127,1.351318945
33693,535,792,792,1.480373832
33694,589,1077,1077,1.82852292
33695,717,1378,1378,1.921896792
33696,836,1029,1029,1.230861244
33697,614,980,980,1.596091205
33698,618,934,934,1.511326861
33699,613,979,979,1.597063622
33700,817,1565,1565,1.915544676
33701,688,1348,1348,1.959302326
33702,679,871,871,1.282768778
33703,620,925,925,1.491935484
33704,490,804,804,1.640816327
33705,526,820,820,1.558935361
33706,478,796,796,1.665271967
33707,594,974,974,1.63973064
33708,720,944,944,1.311111111
33709,744,915,915,1.22983871
33710,631,874,874,1.385103011
33711,660,1054,1054,1.596969697
33712,537,835,835,1.554934823
33713,641,952,952,1.485179407
33714,648,728,728,1.12345679
33715,663,916,916,1.381598793
33716,742,740,740,0.997304582
33717,685,715,715,1.04379562
33718,559,781,781,1.397137746
33719,595,702,702,1.179831933
33720,622,760,760,1.221864952
33721,548,963,963,1.75729927
33722,735,1303,1303,1.772789116
33723,655,1118,1118,1.706870229
33724,639,991,991,1.55086072
33725,651,821,821,1.261136713
33726,685,859,859,1.254014599
33727,616,884,884,1.435064935
33728,644,889,889,1.380434783
33729,501,770,770,1.536926148
33730,532,881,881,1.656015038
33731,553,931,931,1.683544304
33732,547,797,797,1.457038391
33733,651,788,788,1.210445469
33734,792,861,861,1.087121212
33735,625,837,837,1.3392
33736,686,698,698,1.017492711
33737,826,853,853,1.032687651
33738,644,753,753,1.169254658
33739,786,1573,1573,2.001272265
33740,709,1355,1355,1.911142454
33741,613,893,893,1.456769984
33742,728,1126,1126,1.546703297
33743,623,978,978,1.569823435
33744,502,841,841,1.675298805
33745,664,974,974,1.46686747
33746,554,881,881,1.590252708
33747,524,823,823,1.570610687
33748,624,957,957,1.533653846
33749,498,681,681,1.36746988
33750,501,898,898,1.79241517
33751,645,733,733,1.136434109
33752,654,730,730,1.116207951
33753,815,1139,1139,1.397546012
33754,710,1172,1172,1.650704225
33755,687,1024,1024,1.490538574
33756,639,778,778,1.217527387
33757,632,907,907,1.435126582
33758,804,748,748,0.930348259
33759,544,812,812,1.492647059
33760,601,816,816,1.357737105
33761,586,676,676,1.153583618
33762,708,1014,1014,1.43220339
33763,807,1435,1435,1.77819083
33764,700,1004,1004,1.434285714
33765,557,831,831,1.491921005
33766,658,936,936,1.422492401
33767,509,712,712,1.398821218
33768,483,585,585,1.211180124
33769,535,815,815,1.523364486
33770,685,874,874,1.275912409
33771,668,858,858,1.284431138
33772,666,1446,1446,2.171171171
33773,768,1431,1431,1.86328125
33774,667,1140,1140,1.709145427
33775,607,918,918,1.512355848
33776,640,994,994,1.553125
33777,811,1343,1343,1.655980271
33778,747,800,800,1.070950469
33779,634,959,959,1.512618297
33780,701,1097,1097,1.564907275
33781,638,720,720,1.128526646
33782,713,824,824,1.155680224
33783,706,842,842,1.192634561
33784,660,769,769,1.165151515
33785,696,525,525,0.754310345
33786,589,945,945,1.604414261
33787,667,893,893,1.338830585
33788,641,1024,1024,1.5975039
33789,1168,1626,1626,1.392123288
33790,632,847,847,1.340189873
33791,648,766,766,1.182098765
33792,608,811,811,1.333881579
33793,641,960,960,1.497659906
33794,663,834,834,1.257918552
33795,514,797,797,1.550583658
33796,543,888,888,1.635359116
33797,441,816,816,1.850340136
33798,640,968,968,1.5125
33799,983,999,999,1.016276704
33800,582,948,948,1.628865979
33801,551,1062,1062,1.927404719
33802,734,1267,1267,1.726158038
33803,689,1200,1200,1.741654572
33804,699,1046,1046,1.496423462
33805,643,921,921,1.432348367
33806,629,1069,1069,1.699523052
33807,654,979,979,1.496941896
33808,628,1003,1003,1.597133758
33809,643,932,932,1.449455677
33810,657,1000,1000,1.522070015
33811,716,1082,1082,1.511173184
33812,850,1078,1078,1.268235294
33813,665,905,905,1.360902256
33814,794,882,882,1.110831234
33815,663,911,911,1.374057315
33816,616,762,762,1.237012987
33817,527,750,750,1.423149905
33818,659,808,808,1.226100152
33819,526,738,738,1.403041825
33820,514,730,730,1.420233463
33821,537,1041,1041,1.938547486
33822,575,951,951,1.653913043
33823,455,802,802,1.762637363
33824,585,797,797,1.362393162
33825,571,867,867,1.518388792
33826,758,964,964,1.27176781
33827,650,736,736,1.132307692
33828,636,1028,1028,1.616352201
33829,675,992,992,1.46962963
33830,686,661,661,0.963556851
33831,648,841,841,1.297839506
33832,655,1026,1026,1.566412214
33833,769,651,651,0.846553966
33834,647,930,930,1.4374034
33835,642,540,540,0.841121495
33836,716,845,845,1.180167598
33837,757,547,547,0.722589168
33838,673,668,668,0.992570579
33839,804,601,601,0.747512438
33840,626,932,932,1.488817891
33841,516,826,826,1.600775194
33842,634,860,860,1.356466877
33843,655,789,789,1.204580153
33844,601,667,667,1.109816972
33845,712,961,961,1.349719101
33846,461,438,438,0.95010846
33847,589,509,509,0.86417657
33848,642,626,626,0.975077882
33849,650,630,630,0.969230769
33850,675,418,418,0.619259259
33851,734,638,638,0.869209809
33852,748,465,465,0.621657754
33853,931,458,458,0.491944146
33854,633,485,485,0.766192733
33855,592,308,308,0.52027027
33856,594,596,596,1.003367003
33857,665,523,523,0.786466165
33858,521,537,537,1.030710173
33859,806,564,564,0.699751861
33860,581,377,377,0.648881239
33861,528,389,389,0.736742424
33862,603,574,574,0.951907131
33863,746,783,783,1.049597855
33864,657,544,544,0.828006088
33865,559,515,515,0.921288014
33866,639,729,729,1.14084507
33867,644,632,632,0.98136646
33868,614,582,582,0.947882736
33869,711,693,693,0.974683544
33870,634,631,631,0.995268139
33871,713,983,983,1.378681627
33872,635,694,694,1.092913386
33873,605,809,809,1.337190083
33874,613,912,912,1.48776509
33875,628,884,884,1.407643312
33876,674,685,685,1.016320475
33877,1078,1219,1219,1.130797774
33878,696,721,721,1.03591954
33879,607,551,551,0.907742998
33880,642,581,581,0.904984424
33881,667,576,576,0.863568216
33882,648,545,545,0.841049383
33883,628,746,746,1.187898089
33884,748,791,791,1.057486631
33885,484,339,339,0.700413223
33886,628,751,751,1.195859873
33887,471,307,307,0.651804671
33888,626,599,599,0.95686901
33889,693,624,624,0.9004329
33890,687,595,595,0.866084425
33891,620,659,659,1.062903226
33892,716,748,748,1.044692737
33893,621,530,530,0.853462158
33894,560,560,560,1
33895,620,439,439,0.708064516
33896,741,747,747,1.008097166
33897,567,809,809,1.42680776
33898,629,910,910,1.446740859
33899,483,517,517,1.070393375
33900,634,644,644,1.015772871
33901,596,638,638,1.070469799
33902,645,672,672,1.041860465
33903,612,615,615,1.004901961
33904,830,1067,1067,1.285542169
33905,647,746,746,1.15301391
33906,634,715,715,1.127760252
33907,612,692,692,1.130718954
33908,616,913,913,1.482142857
33909,763,851,851,1.115334207
33910,624,765,765,1.225961538
33911,592,792,792,1.337837838
33912,621,779,779,1.254428341
33913,531,641,641,1.207156309
33914,593,864,864,1.456998314
33915,762,1017,1017,1.334645669
33916,641,888,888,1.385335413
33917,609,991,991,1.6272578
33918,703,1002,1002,1.425320057
33919,559,819,819,1.465116279
33920,627,939,939,1.497607656
33921,622,852,852,1.36977492
33922,697,564,564,0.809182209
33923,603,868,868,1.43946932
33924,592,851,851,1.4375
33925,676,950,950,1.405325444
33926,639,1041,1041,1.629107981
33927,608,925,925,1.521381579
33928,645,853,853,1.32248062
33929,642,881,881,1.372274143
33930,721,870,870,1.20665742
33931,692,923,923,1.333815029
33932,620,914,914,1.474193548
33933,637,848,848,1.331240188
33934,616,843,843,1.368506494
33935,758,958,958,1.263852243
33936,674,819,819,1.215133531
33937,616,905,905,1.469155844
33938,643,1025,1025,1.594090202
33939,668,839,839,1.255988024
33940,649,954,954,1.469953775
33941,678,781,781,1.151917404
33942,630,825,825,1.30952381
33943,628,817,817,1.300955414
33944,655,925,925,1.41221374
33945,699,919,919,1.314735336
33946,613,737,737,1.20228385
33947,653,811,811,1.241960184
33948,746,1085,1085,1.454423592
33949,602,667,667,1.107973422
33950,612,622,622,1.016339869
33951,613,540,540,0.88091354
33952,668,449,449,0.672155689
33953,676,580,580,0.857988166
33954,503,654,654,1.300198807
33955,661,711,711,1.075642965
33956,623,505,505,0.8105939
33957,638,662,662,1.037617555
33958,914,496,496,0.542669584
33959,947,384,384,0.405491024
33960,903,467,467,0.517165006
33961,934,370,370,0.39614561
33962,758,408,408,0.538258575
33963,1193,985,985,0.825649623
33964,1334,890,890,0.667166417
33965,767,652,652,0.850065189
33966,624,923,923,1.479166667
33967,640,646,646,1.009375
33968,633,588,588,0.928909953
33969,593,718,718,1.21079258
33970,734,998,998,1.359673025
33971,643,850,850,1.32192846
33972,821,795,795,0.968331303
33973,683,672,672,0.983894583
33974,814,748,748,0.918918919
33975,860,773,773,0.898837209
33976,748,642,642,0.85828877
33977,809,725,725,0.896168109
33978,822,774,774,0.941605839
33979,760,871,871,1.146052632
33980,681,782,782,1.148311307
33981,660,686,686,1.039393939
33982,588,576,576,0.979591837
33983,727,782,782,1.07565337
33984,810,804,804,0.992592593
33985,659,629,629,0.95447648
33986,871,630,630,0.723306544
33987,985,790,790,0.802030457
33988,837,720,720,0.860215054
33989,582,738,738,1.268041237
33990,620,768,768,1.238709677
33991,681,676,676,0.992657856
33992,681,575,575,0.844346549
33993,705,838,838,1.188652482
33994,667,776,776,1.163418291
33995,564,551,551,0.976950355
33996,708,939,939,1.326271186
33997,662,925,925,1.397280967
33998,589,698,698,1.185059423
33999,552,662,662,1.199275362
34000,606,684,684,1.128712871
34001,639,829,829,1.297339593
34002,593,559,559,0.942664418
34003,637,951,951,1.492935636
34004,740,960,960,1.297297297
34005,628,941,941,1.498407643
34006,442,550,550,1.244343891
34007,580,884,884,1.524137931
34008,601,816,816,1.357737105
34009,547,806,806,1.473491773
34010,622,690,690,1.109324759
34011,639,785,785,1.228482003
34012,629,682,682,1.084260731
34013,649,916,916,1.411402157
34014,847,1278,1278,1.508854782
34015,625,740,740,1.184
34016,639,699,699,1.093896714
34017,586,857,857,1.462457338
34018,586,684,684,1.167235495
34019,569,728,728,1.27943761
34020,630,598,598,0.949206349
34021,608,783,783,1.287828947
34022,625,644,644,1.0304
34023,778,505,505,0.649100257
34024,586,656,656,1.119453925
34025,688,664,664,0.965116279
34026,618,776,776,1.25566343
34027,634,769,769,1.212933754
34028,631,843,843,1.335974643
34029,510,788,788,1.545098039
34030,623,837,837,1.343499197
34031,597,751,751,1.257956449
34032,603,944,944,1.565505804
34033,622,955,955,1.535369775
34034,737,707,707,0.959294437
34035,609,575,575,0.944170772
34036,639,933,933,1.460093897
34037,856,452,452,0.528037383
34038,842,599,599,0.711401425
34039,701,528,528,0.7532097
34040,595,543,543,0.912605042
34041,845,827,827,0.978698225
34042,647,923,923,1.426584235
34043,519,655,655,1.262042389
34044,611,696,696,1.139116203
34045,791,600,600,0.758533502
34046,790,643,643,0.813924051
34047,627,659,659,1.051036683
34048,518,497,497,0.959459459
34049,594,717,717,1.207070707
34050,641,817,817,1.274570983
34051,603,700,700,1.160862355
34052,600,781,781,1.301666667
34053,735,904,904,1.229931973
34054,657,645,645,0.98173516
34055,619,655,655,1.05815832
34056,608,830,830,1.365131579
34057,461,669,669,1.451193059
34058,1001,1329,1329,1.327672328
34059,645,906,906,1.404651163
34060,610,889,889,1.457377049
34061,823,494,494,0.600243013
34062,1034,601,601,0.581237911
34063,566,505,505,0.892226148
34064,885,985,985,1.11299435
34065,585,581,581,0.993162393
34066,783,633,633,0.808429119
34067,918,703,703,0.765795207
34068,525,614,614,1.16952381
34069,624,543,543,0.870192308
34070,618,832,832,1.346278317
34071,653,848,848,1.298621746
34072,618,532,532,0.860841424
34073,852,766,766,0.899061033
34074,875,960,960,1.097142857
34075,796,922,922,1.158291457
34076,882,928,928,1.052154195
34077,704,1028,1028,1.460227273
34078,833,1015,1015,1.218487395
34079,938,832,832,0.886993603
34080,873,982,982,1.124856816
34081,739,857,857,1.159675237
34082,658,754,754,1.145896657
34083,847,756,756,0.892561983
34084,991,740,740,0.746720484
34085,998,804,804,0.805611222
34086,884,531,531,0.600678733
34087,1174,615,615,0.523850085
34088,992,597,597,0.601814516
34089,1091,750,750,0.687442713
34090,1086,1014,1014,0.933701657
34091,1183,739,739,0.624683009
34092,911,657,657,0.72118551
34093,1018,870,870,0.854616896
34094,887,658,658,0.741826381
34095,1101,979,979,0.889191644
34096,737,761,761,1.03256445
34097,644,611,611,0.948757764
34098,831,782,782,0.941034898
34099,650,1017,1017,1.564615385
34100,985,975,975,0.989847716
34101,698,812,812,1.163323782
34102,794,988,988,1.244332494
34103,732,961,961,1.31284153
34104,679,946,946,1.393225331
34105,671,856,856,1.275707899
34106,842,1120,1120,1.330166271
34107,661,835,835,1.263237519
34108,782,828,828,1.058823529
34109,624,754,754,1.208333333
34110,732,843,843,1.151639344
34111,598,565,565,0.944816054
34112,718,929,929,1.293871866
34113,585,581,581,0.993162393
34114,606,759,759,1.252475248
34115,685,888,888,1.296350365
34116,519,575,575,1.107899807
34117,518,524,524,1.011583012
34118,615,964,964,1.567479675
34119,733,1286,1286,1.754433834
34120,674,947,947,1.40504451
34121,683,856,856,1.25329429
34122,715,931,931,1.302097902
34123,626,842,842,1.345047923
34124,671,991,991,1.476900149
34125,747,817,817,1.093708166
34126,670,962,962,1.435820896
34127,593,908,908,1.531197302
34128,659,849,849,1.28831563
34129,648,1006,1006,1.552469136
34130,815,923,923,1.132515337
34131,783,913,913,1.166028097
34132,958,885,885,0.923799582
34133,689,953,953,1.383164006
34134,771,1067,1067,1.383916991
34135,1015,1106,1106,1.089655172
34136,701,953,953,1.359486448
34137,677,1002,1002,1.480059084
34138,678,886,886,1.306784661
34139,703,1020,1020,1.450924609
34140,674,937,937,1.390207715
34141,727,948,948,1.303988996
34142,828,691,691,0.834541063
34143,674,790,790,1.172106825
34144,723,957,957,1.323651452
34145,541,625,625,1.155268022
34146,615,1067,1067,1.73495935
34147,639,796,796,1.245696401
34148,719,1177,1177,1.636995828
34149,728,927,927,1.273351648
34150,678,890,890,1.312684366
34151,767,1193,1193,1.555410691
34152,656,843,843,1.285060976
34153,617,877,877,1.421393841
34154,606,913,913,1.50660066
34155,643,860,860,1.33748056
34156,494,683,683,1.382591093
34157,712,947,947,1.33005618
34158,707,965,965,1.364922207
34159,684,888,888,1.298245614
34160,697,765,765,1.097560976
34161,733,959,959,1.308321965
34162,756,812,812,1.074074074
34163,601,945,945,1.572379368
34164,545,723,723,1.326605505
34165,464,565,565,1.217672414
34166,669,861,861,1.286995516
34167,684,953,953,1.393274854
34168,792,871,871,1.099747475
34169,888,879,879,0.989864865
34170,1110,783,783,0.705405405
34171,1019,939,939,0.921491658
34172,958,944,944,0.985386221
34173,811,1120,1120,1.381011097
34174,867,685,685,0.790080738
34175,1111,762,762,0.685868587
34176,673,829,829,1.23179792
34177,875,921,921,1.052571429
34178,703,760,760,1.081081081
34179,613,853,853,1.391517129
34180,608,755,755,1.241776316
34181,612,855,855,1.397058824
34182,480,652,652,1.358333333
34183,753,1088,1088,1.444887118
34184,652,803,803,1.231595092
34185,768,928,928,1.208333333
34186,685,909,909,1.327007299
34187,493,606,606,1.229208925
34188,788,856,856,1.086294416
34189,843,719,719,0.852906287
34190,666,919,919,1.37987988
34191,487,775,775,1.59137577
34192,675,953,953,1.411851852
34193,753,805,805,1.069057105
34194,619,878,878,1.418416801
34195,647,781,781,1.207109737
34196,520,680,680,1.307692308
34197,634,908,908,1.432176656
34198,625,828,828,1.3248
34199,643,1085,1085,1.687402799
34200,528,1005,1005,1.903409091
34201,508,921,921,1.812992126
34202,628,1006,1006,1.601910828
34203,621,1018,1018,1.639291465
34204,644,1044,1044,1.621118012
34205,795,1005,1005,1.264150943
34206,1095,1045,1045,0.9543379
34207,855,1261,1261,1.474853801
34208,766,1275,1275,1.664490862
34209,902,1386,1386,1.536585366
34210,622,868,868,1.395498392
34211,503,712,712,1.415506958
34212,589,692,692,1.174872666
34213,655,932,932,1.422900763
34214,529,822,822,1.553875236
34215,486,952,952,1.958847737
34216,635,844,844,1.329133858
34217,625,924,924,1.4784
34218,541,546,546,1.009242144
34219,522,791,791,1.51532567
34220,621,735,735,1.183574879
34221,694,938,938,1.351585014
34222,782,1196,1196,1.529411765
34223,646,777,777,1.202786378
34224,629,864,864,1.373608903
34225,614,968,968,1.576547231
34226,975,1049,1049,1.075897436
34227,610,805,805,1.319672131
34228,551,749,749,1.359346642
34229,550,655,655,1.190909091
34230,647,829,829,1.2812983
34231,965,1302,1302,1.349222798
34232,675,791,791,1.171851852
34233,574,576,576,1.003484321
34234,441,806,806,1.827664399
34235,745,1109,1109,1.488590604
34236,603,1111,1111,1.842454395
34237,651,1153,1153,1.771121352
34238,659,953,953,1.446130501
34239,532,887,887,1.667293233
34240,505,892,892,1.766336634
34241,622,883,883,1.419614148
34242,755,861,861,1.140397351
34243,842,1111,1111,1.319477435
34244,836,933,933,1.116028708
34245,799,906,906,1.133917397
34246,759,986,986,1.299077734
34247,687,951,951,1.384279476
34248,779,1165,1165,1.49550706
34249,646,772,772,1.19504644
34250,647,949,949,1.466769706
34251,627,864,864,1.377990431
34252,707,798,798,1.128712871
34253,669,973,973,1.454409567
34254,633,848,848,1.339652449
34255,826,1103,1103,1.33535109
34256,980,1144,1144,1.167346939
34257,874,1009,1009,1.154462243
34258,906,1322,1322,1.459161148
34259,780,864,864,1.107692308
34260,805,990,990,1.229813665
34261,651,1073,1073,1.648233487
34262,800,1346,1346,1.6825
34263,720,861,861,1.195833333
34264,642,833,833,1.297507788
34265,682,934,934,1.369501466
34266,733,1050,1050,1.432469304
34267,649,1154,1154,1.778120185
34268,770,822,822,1.067532468
34269,734,829,829,1.129427793
34270,933,739,739,0.792068596
34271,675,1077,1077,1.595555556
34272,1088,1603,1603,1.473345588
34273,674,1235,1235,1.832344214
34274,649,1118,1118,1.722650231
34275,683,489,489,0.715959004
34276,1198,656,656,0.547579299
34277,713,560,560,0.785413745
34278,657,749,749,1.140030441
34279,661,750,750,1.134644478
34280,751,488,488,0.649800266
34281,758,989,989,1.30474934
34282,512,790,790,1.54296875
34283,648,858,858,1.324074074
34284,621,846,846,1.362318841
34285,654,892,892,1.363914373
34286,621,820,820,1.320450886
34287,608,935,935,1.537828947
34288,654,689,689,1.05351682
34289,549,924,924,1.683060109
34290,543,730,730,1.344383057
34291,721,644,644,0.893203883
34292,540,623,623,1.153703704
34293,712,712,712,1
34294,811,679,679,0.837237978
34295,816,711,711,0.871323529
34296,711,741,741,1.042194093
34297,783,984,984,1.256704981
34298,463,830,830,1.792656587
34299,653,843,843,1.290964778
34300,523,849,849,1.62332696
34301,640,715,715,1.1171875
34302,613,558,558,0.910277325
34303,516,860,860,1.666666667
34304,668,806,806,1.206586826
34305,633,621,621,0.981042654
34306,644,521,521,0.809006211
34307,614,512,512,0.833876221
34308,705,712,712,1.009929078
34309,844,703,703,0.832938389
34310,709,667,667,0.940761636
34311,612,1042,1042,1.702614379
34312,672,939,939,1.397321429
34313,523,761,761,1.455066922
34314,580,900,900,1.551724138
34315,624,697,697,1.116987179
34316,669,832,832,1.243647235
34317,537,907,907,1.689013035
34318,691,766,766,1.10853835
34319,549,734,734,1.336976321
34320,604,991,991,1.640728477
34321,643,919,919,1.429237947
34322,655,993,993,1.516030534
34323,465,662,662,1.423655914
34324,664,1026,1026,1.545180723
34325,607,862,862,1.420098847
34326,682,781,781,1.14516129
34327,794,670,670,0.843828715
34328,676,785,785,1.161242604
34329,698,667,667,0.955587393
34330,636,830,830,1.305031447
34331,673,893,893,1.326894502
34332,1046,1007,1007,0.962715105
34333,618,919,919,1.487055016
34334,1012,1481,1481,1.463438735
34335,707,620,620,0.876944837
34336,841,590,590,0.701545779
34337,630,624,624,0.99047619
34338,736,551,551,0.748641304
34339,749,610,610,0.814419226
34340,623,490,490,0.786516854
34341,605,614,614,1.014876033
34342,743,499,499,0.671601615
34343,698,460,460,0.659025788
34344,699,421,421,0.602288984
34345,594,1120,1120,1.885521886
34346,619,1170,1170,1.890145396
34347,702,996,996,1.418803419
34348,876,1070,1070,1.221461187
